fixedX,fixedY,alignmentX,alignmentY
34936.07803853236,12106.739316775926,9373.585273659748,30853.190211109777
3172.6071379688988,13090.811847635494,22932.37459461131,30449.78369772096
5118.342170326943,1484.6148431431516,22098.667580215544,35402.88661960353
16191.290972465562,4054.9654518459006,17373.451197413277,34299.91098038596
29066.45424791154,5663.368247465886,11877.844501653668,33608.42670418057
47175.0186822962,11455.126484349337,4154.940602040653,31125.034685089136
46876.014404939844,11470.95681687222,4282.382070263058,31117.342195894285
