,sample_id,group,scNiche,annotations_level1,annotations_level2,annotations_level3
BXNFB_C1_anmdbipg-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_anmhckfp-1,BXNFB_C1,dim,Niche0,T cell,T-CD4,T-CD4-EM
BXNFB_C1_anmihihi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_anmjiihh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_anmkaiok-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_anolofhd-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_anpboinm-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_anpcnjeb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_anpdafbj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_anpeajhd-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_anpgigip-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_anpibfhe-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_anpkpfph-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_anpmhpgc-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoagfobo-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoalpejj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aoamimld-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,cycling,VIC-cycling
BXNFB_C1_aoanncip-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoaodmck-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoaphfdb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aobflfdl-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aobgbdgh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aobhgddf-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aobmciop-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aobocjfi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aobpaikb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aocabnfe-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aocgkgdh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BXNFB_C1_aodaiilj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BXNFB_C1_aodkabpc-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aodncdii-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aodpeacm-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BXNFB_C1_aoejgnle-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoelphke-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aoeoadef-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aofaemah-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aofdhapi-1,BXNFB_C1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BXNFB_C1_aoffgjkk-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoffifbn-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aofobfpp-1,BXNFB_C1,dim,Niche0,T cell,T-CD4,T-CD4-EM
BXNFB_C1_aogbkkkm-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aogcgfkc-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aogcopab-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aogfbcnk-1,BXNFB_C1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BXNFB_C1_aogfkaog-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aohhhjaj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aohpkcjb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoiemahi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoilendi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BXNFB_C1_aoimigia-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoioloek-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoipjgll-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_aojcigfh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BXNFB_C1_aojdafab-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aojljokc-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aojngfcg-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aojoidne-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aokcimkc-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aokdpnej-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aokfniee-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aoklgiba-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aokmankh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aokmflbf-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BXNFB_C1_aolakiha-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aomanibl-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BXNFB_C1_aomffhid-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aomfkoba-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aomgojdk-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aomhhgpk-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aomjhghj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aomphmon-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aondmkde-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BXNFB_C1_aonfpcpg-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aongnkkn-1,BXNFB_C1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BXNFB_C1_aonialaf-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BXNFB_C1_aonlhbgb-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aoodnkpp-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BXNFB_C1_aoofhmhj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aooikagh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoojmnla-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoommnlp-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_aoomoldj-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aooommck-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aoopicbm-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_aophooac-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_aopiiljh-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BXNFB_C1_aopjgklp-1,BXNFB_C1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BXNFB_C1_aopjlilb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_aopkneho-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aopnkbic-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_aopnkjpa-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apabckfn-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apabkkfd-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apaelbdp-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apaiafli-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apaipnmg-1,BXNFB_C1,dim,Niche0,B cell,plasma,plasma
BXNFB_C1_apbaafbi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apbaigff-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apbdcgin-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apbekmhb-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apbfeaad-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apbgedap-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apbiicdg-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apbimfgi-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apdigjji-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BXNFB_C1_apdmmccf-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apedhpce-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BXNFB_C1_apeikjeo-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BXNFB_C1_apfejfnk-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BXNFB_C1_apfooadb-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_apfpdcdk-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apgbannh-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BXNFB_C1_apgeknnm-1,BXNFB_C1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BXNFB_C1_apggdgme-1,BXNFB_C1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
