id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	plasma|plasma	plasma|T-gd	plasma|T-CD4	plasma|T-CD8	plasma|B	plasma|NK	plasma|MP-neutrophil	plasma|VEC-vascular	plasma|mast	plasma|MP-DC	T-gd|plasma	T-gd|T-gd	T-gd|T-CD4	T-gd|T-CD8	T-gd|B	T-gd|NK	T-gd|MP-neutrophil	T-gd|VEC-vascular	T-gd|mast	T-gd|MP-DC	T-CD4|plasma	T-CD4|T-gd	T-CD4|T-CD4	T-CD4|T-CD8	T-CD4|B	T-CD4|NK	T-CD4|MP-neutrophil	T-CD4|VEC-vascular	T-CD4|mast	T-CD4|MP-DC	T-CD8|plasma	T-CD8|T-gd	T-CD8|T-CD4	T-CD8|T-CD8	T-CD8|B	T-CD8|NK	T-CD8|MP-neutrophil	T-CD8|VEC-vascular	T-CD8|mast	T-CD8|MP-DC	B|plasma	B|T-gd	B|T-CD4	B|T-CD8	B|B	B|NK	B|MP-neutrophil	B|VEC-vascular	B|mast	B|MP-DC	NK|plasma	NK|T-gd	NK|T-CD4	NK|T-CD8	NK|B	NK|NK	NK|MP-neutrophil	NK|VEC-vascular	NK|mast	NK|MP-DC	MP-neutrophil|plasma	MP-neutrophil|T-gd	MP-neutrophil|T-CD4	MP-neutrophil|T-CD8	MP-neutrophil|B	MP-neutrophil|NK	MP-neutrophil|MP-neutrophil	MP-neutrophil|VEC-vascular	MP-neutrophil|mast	MP-neutrophil|MP-DC	VEC-vascular|plasma	VEC-vascular|T-gd	VEC-vascular|T-CD4	VEC-vascular|T-CD8	VEC-vascular|B	VEC-vascular|NK	VEC-vascular|MP-neutrophil	VEC-vascular|VEC-vascular	VEC-vascular|mast	VEC-vascular|MP-DC	mast|plasma	mast|T-gd	mast|T-CD4	mast|T-CD8	mast|B	mast|NK	mast|MP-neutrophil	mast|VEC-vascular	mast|mast	mast|MP-DC	MP-DC|plasma	MP-DC|T-gd	MP-DC|T-CD4	MP-DC|T-CD8	MP-DC|B	MP-DC|NK	MP-DC|MP-neutrophil	MP-DC|VEC-vascular	MP-DC|mast	MP-DC|MP-DC	VIC-transitional|VIC-transitional	VIC-transitional|VIC-IFN	VIC-transitional|VIC-remodelling	VIC-transitional|VIC-quiescent	VIC-IFN|VIC-transitional	VIC-IFN|VIC-IFN	VIC-IFN|VIC-remodelling	VIC-IFN|VIC-quiescent	VIC-remodelling|VIC-transitional	VIC-remodelling|VIC-IFN	VIC-remodelling|VIC-remodelling	VIC-remodelling|VIC-quiescent	VIC-quiescent|VIC-transitional	VIC-quiescent|VIC-IFN	VIC-quiescent|VIC-remodelling	VIC-quiescent|VIC-quiescent	VIC-transitional|VIC-osteogenic	VIC-transitional|VEC-endocardial	VIC-IFN|VIC-osteogenic	VIC-IFN|VEC-endocardial	VIC-remodelling|VIC-osteogenic	VIC-remodelling|VEC-endocardial	VIC-osteogenic|VIC-transitional	VIC-osteogenic|VIC-IFN	VIC-osteogenic|VIC-remodelling	VIC-osteogenic|VIC-osteogenic	VIC-osteogenic|VEC-endocardial	VEC-endocardial|VIC-transitional	VEC-endocardial|VIC-IFN	VEC-endocardial|VIC-remodelling	VEC-endocardial|VIC-osteogenic	VEC-endocardial|VEC-endocardial	VIC-interstitial|VIC-interstitial	VIC-interstitial|VIC-quiescent	VIC-quiescent|VIC-interstitial	MP-macro|MP-macro	MP-macro|MP-mono	MP-macro|VIC-osteogenic	MP-macro|MP-DC	MP-mono|MP-macro	MP-mono|MP-mono	MP-mono|VIC-osteogenic	MP-mono|MP-DC	VIC-osteogenic|MP-macro	VIC-osteogenic|MP-mono	VIC-osteogenic|MP-DC	MP-DC|MP-macro	MP-DC|MP-mono	MP-DC|VIC-osteogenic	VIC-SMC|VIC-SMC	VIC-SMC|VEC-vascular	VIC-SMC|cycling	VEC-vascular|VIC-SMC	VEC-vascular|cycling	cycling|VIC-SMC	cycling|VEC-vascular	cycling|cycling
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	1.6560000000000001																																																																																																																																																													
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	1.6560000000000001																																																																																																																																																													
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.6560000000000001																																																																																																																																																													
CPI-SS0AEAEEECB	NTF3_NGFR	simple:P20783	simple:P08138	NTF3	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.6560000000000001																																																																																																																																																													
CPI-SS0AA76E0E4	NTF4_NGFR	simple:P34130	simple:P08138	NTF4	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.6560000000000001																																																																																																																																																													
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.6560000000000001																																																																																																																																																													
CPI-SC09E264612	BMP5_BMR1A_AVR2B	simple:P22003	complex:BMR1A_AVR2B	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0D05B755E	BMP6_BMR1A_AVR2B	simple:P22004	complex:BMR1A_AVR2B	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC049520B40	BMP7_BMR1A_AVR2B	simple:P18075	complex:BMR1A_AVR2B	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0A6BE23E9	BMP8A_BMR1A_AVR2B	simple:Q7Z5Y6	complex:BMR1A_AVR2B	BMP8A		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC02AACC81C	GDF5_BMR1A_AVR2B	simple:P43026	complex:BMR1A_AVR2B	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC02B778C0B	GDF7_BMR1A_AVR2B	simple:Q7Z4P5	complex:BMR1A_AVR2B	GDF7		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC0FB40175C	BMP2_BMR1B_AVR2B	simple:P12643	complex:BMR1B_AVR2B	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC01C6EA11C	BMP4_BMR1B_AVR2B	simple:P12644	complex:BMR1B_AVR2B	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0D6D4E48B	BMP5_BMR1B_AVR2B	simple:P22003	complex:BMR1B_AVR2B	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0F6C8C336	BMP6_BMR1B_AVR2B	simple:P22004	complex:BMR1B_AVR2B	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC05824EDF4	BMP7_BMR1B_AVR2B	simple:P18075	complex:BMR1B_AVR2B	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0722594B0	BMP8A_BMR1B_AVR2B	simple:Q7Z5Y6	complex:BMR1B_AVR2B	BMP8A		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC09AFF0384	GDF5_BMR1B_AVR2B	simple:P43026	complex:BMR1B_AVR2B	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC089058CD0	GDF6_BMR1B_AVR2B	simple:Q6KF10	complex:BMR1B_AVR2B	GDF6		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC06C46F1A9	GDF7_BMR1B_AVR2B	simple:Q7Z4P5	complex:BMR1B_AVR2B	GDF7		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC01D95B14C	BMP4_BMR1A_AVR2B	simple:P12644	complex:BMR1A_AVR2B	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		1.6560000000000001																																																																																																																																																													
CPI-SC04266947A	BMP2_BMR1A_AVR2B	simple:P12643	complex:BMR1A_AVR2B	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0D389E644	BMP7_BMR1B_AVR2A	simple:P18075	complex:BMR1B_AVR2A	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SS0BE3867AB	NTF3_NTRK1	simple:P20783	simple:P04629	NTF3	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.6560000000000001																																																																																																																																																													
CPI-SS0A437E174	NTS_SORT1	simple:P30990	simple:Q99523	NTS	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	1.6560000000000001																																																																																																																																																													
CPI-SC04A52C935	BMP10_ACVL1_ACVR2A	simple:O95393	complex:ACVL1_ACVR2A	BMP10		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0C36CD752	GDF2_ACVL1_ACVR2A	simple:Q9UK05	complex:ACVL1_ACVR2A	GDF2		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC07C452E3D	BMP10_ACVL1_BMPR2	simple:O95393	complex:ACVL1_BMPR2	BMP10		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC05B4B8690	GDF2_ACVL1_BMPR2	simple:Q9UK05	complex:ACVL1_BMPR2	GDF2		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC058533A46	BMP15_BMPR1B_BMPR2	simple:O95972	complex:BMPR1B_BMPR2	BMP15		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC08AB23320	BMP5_BMPR1B_BMPR2	simple:P22003	complex:BMPR1B_BMPR2	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0DA028FF9	BMP7_BMPR1B_BMPR2	simple:P18075	complex:BMPR1B_BMPR2	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0A76B562F	GDF5_BMPR1B_BMPR2	simple:P43026	complex:BMPR1B_BMPR2	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-CC0A69D0835	BMP9_BMP15_BMPR1B_BMPR2_ACVR1B	complex:BMP9_BMP15	complex:BMPR1B_BMPR2_ACVR1B			True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC09FC5131F	BMP5_BMR1A_ACR2A	simple:P22003	complex:BMR1A_ACR2A	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC0BACF0481	BMP7_BMR1A_ACR2A	simple:P18075	complex:BMR1A_ACR2A	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC061191F76	GDF5_BMR1A_ACR2A	simple:P43026	complex:BMR1A_ACR2A	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC00CF68ED3	BMP5_BMR1B_AVR2A	simple:P22003	complex:BMR1B_AVR2A	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.6560000000000001																																																																																																																																																													
CPI-SC011C55B71	GDF5_BMR1B_AVR2A	simple:P43026	complex:BMR1B_AVR2A	GDF5		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.6560000000000001																																																																																																																																																													
CPI-SC0EFFE8ACB	APOB_TREM2_receptor	simple:P04114	complex:TREM2_receptor	APOB		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.6560000000000001																																																																																																																																																													
CPI-SC0412566F3	APOA2_TREM2_receptor	simple:P02652	complex:TREM2_receptor	APOA2		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.6560000000000001																																																																																																																																																													
CPI-SC0FE3CE9D1	APOA1_TREM2_receptor	simple:P02647	complex:TREM2_receptor	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	1.6560000000000001																																																																																																																																																													
CPI-CS0345842F1	Noradrenaline_byDBH_and_SLC18A2_ADRA2B	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS05A217639	Noradrenaline_byDBH_and_SLC6A2_ADRA2B	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS07E858C0F	Adrenaline_byPNMT_and_SLC18A1_ADRA2C	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0E52EA029	Adrenaline_byPNMT_and_SLC18A2_ADRA2C	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0D4E32D9D	Epinephrine_byPNMT_ADRA2C	complex:Epinephrine_byPNMT	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS03C9B1F6C	Noradrenaline_byDBH_and_SLC18A1_ADRA2C	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS04395827F	Noradrenaline_byDBH_and_SLC18A2_ADRA2C	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0749A56F0	Noradrenaline_byDBH_and_SLC6A2_ADRA2C	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS01A3364DC	Adrenaline_byPNMT_and_SLC18A1_ADRB1	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS08E4B4F26	Adrenaline_byPNMT_and_SLC18A2_ADRB1	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS043102EAA	Epinephrine_byPNMT_ADRB1	complex:Epinephrine_byPNMT	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS08B421238	Noradrenaline_byDBH_and_SLC18A1_ADRB1	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0B9360E04	Noradrenaline_byDBH_and_SLC18A2_ADRB1	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0ED38DC11	Noradrenaline_byDBH_and_SLC6A2_ADRB1	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS05E2B5099	Adrenaline_byPNMT_and_SLC18A1_ADRB2	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS01FAF361D	Noradrenaline_byDBH_and_SLC18A1_ADRA2B	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS09B74556F	Adrenaline_byPNMT_and_SLC18A2_ADRB2	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS07947C107	Epinephrine_byPNMT_ADRA2B	complex:Epinephrine_byPNMT	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS0B66F51DF	Adrenaline_byPNMT_and_SLC18A1_ADRA2B	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS09DA5DAD3	Noradrenaline_byDBH_and_SLC18A1_ADRA1B	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS078C6CB4F	Noradrenaline_byDBH_and_SLC18A2_ADRA1B	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0E8CA54FD	Noradrenaline_byDBH_and_SLC6A2_ADRA1B	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0DA514FAE	Adrenaline_byPNMT_and_SLC18A1_ADRA1D	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0C22FCA29	Adrenaline_byPNMT_and_SLC18A2_ADRA1D	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0A5499A2C	Epinephrine_byPNMT_ADRA1D	complex:Epinephrine_byPNMT	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS07CECA9C9	Noradrenaline_byDBH_and_SLC18A1_ADRA1D	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS02EA1C9D1	Noradrenaline_byDBH_and_SLC18A2_ADRA1D	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0DDBC236B	Noradrenaline_byDBH_and_SLC6A2_ADRA1D	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P25100		ADRA1D	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS09EDD1969	Adrenaline_byPNMT_and_SLC18A1_ADRA2A	complex:Adrenaline_byPNMT_and_SLC18A1	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS00979A178	Adrenaline_byPNMT_and_SLC18A2_ADRA2A	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0AB9AD0C3	Epinephrine_byPNMT_ADRA2A	complex:Epinephrine_byPNMT	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS025F16589	Noradrenaline_byDBH_and_SLC18A1_ADRA2A	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0EAD92BCF	Noradrenaline_byDBH_and_SLC18A2_ADRA2A	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0102B6543	Noradrenaline_byDBH_and_SLC6A2_ADRA2A	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS0CCD9D09E	Adrenaline_byPNMT_and_SLC18A2_ADRA2B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS04C3CEB1B	Adrenaline_byPNMT_and_SLC18A2_ADRA1B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.6560000000000001																																																																																																																																																													
CPI-CS09918B680	Epinephrine_byPNMT_ADRB2	complex:Epinephrine_byPNMT	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.6560000000000001																																																																																																																																																													
CPI-CS0E8897714	Noradrenaline_byDBH_and_SLC18A2_ADRB2	complex:Noradrenaline_byDBH_and_SLC18A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.6560000000000001																																																																																																																																																													
CPI-SS0DCD351AD	LRFN5_PTPRS	simple:Q96NI6	simple:Q13332	LRFN5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.6560000000000001																																																																																																																																																													
CPI-SS08968FFAE	LRRTM4_PTPRS	simple:Q86VH4	simple:Q13332	LRRTM4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.6560000000000001																																																																																																																																																													
CPI-SS09ABD133A	SLITRK2_PTPRS	simple:Q9H156	simple:Q13332	SLITRK2	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.6560000000000001																																																																																																																																																													
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.6560000000000001																																																																																																																																																													
CPI-SS0FAD26C76	SLITRK6_PTPRS	simple:Q9H5Y7	simple:Q13332	SLITRK6	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.6560000000000001																																																																																																																																																													
CPI-SS00D9A2FD0	IAPP_CALCR	simple:P10997	simple:P30988	IAPP	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	1.6560000000000001																																																																																																																																																													
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.6560000000000001																																																																																																																																																													
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.6560000000000001																																																																																																																																																													
CPI-SC0980A6E6B	IAPP_AMY1_receptor	simple:P10997	complex:AMY1_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	1.6560000000000001																																																																																																																																																													
CPI-SC04ADD5A88	IAPP_AMY2_receptor	simple:P10997	complex:AMY2_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	1.6560000000000001																																																																																																																																																													
CPI-SC0CE7302FB	IAPP_AMY3_receptor	simple:P10997	complex:AMY3_receptor	IAPP		True	False	True	curated	False	Ligand-Receptor	Signaling by Amylin	1.6560000000000001																																																																																																																																																													
CPI-CS0C94B5884	LipoxinA4_byALOX12_FPR2	complex:LipoxinA4_byALOX12	simple:P25090		FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.6560000000000001																																																																																																																																																													
CPI-SS06190D4BE	TAFA5_FPR2	simple:Q7Z5A7	simple:P25090	TAFA5	FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by TAFA	1.6560000000000001																																																																																																																																																													
CPI-SS05F45873A	SAA1_FPR2	simple:P0DJI8	simple:P25090	SAA1	FPR2	True	False	True	curated	False	Ligand-Receptor		1.6560000000000001																																																																																																																																																													
CPI-SC0AD2CE0A8	AGRN_LRP4_MUSK_complex	simple:O00468	complex:LRP4_MUSK_complex	AGRN		True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	1.6560000000000001																																																																																																																																																													
CPI-CS085B8BFD8	Noradrenaline_byDBH_and_SLC18A1_ADRB2	complex:Noradrenaline_byDBH_and_SLC18A1	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ASIP	MC1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Agouti-related protein	1.6560000000000001																																																																																																																																																													
CPI-SS0CC136A8D	AGRP_MC5R	simple:O00253	simple:P33032	AGRP	MC5R	True	False	True	curated	False	Ligand-Receptor	Signaling by Agouti-related protein	1.6560000000000001																																																																																																																																																													
CPI-CS09C112D46	Noradrenaline_byDBH_and_SLC6A2_ADRB2	complex:Noradrenaline_byDBH_and_SLC6A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Noradrenaline	1.6560000000000001																																																																																																																																																													
